,MOL_id,MOL_name,SMILES,Cluster No.,Num_data,Num_pos_data
568,L000569,D000245,c1ccc2c(c1)c(=O)oc(n2)c3ccc4c(c3)C(=O)N(C4=O)c5ccc(cc5)S(=O)(=O)c6ccc(cc6)N7C(=O)c8ccc(cc8C7=O)c9nc1ccccc1c(=O)o9,,1,0
569,L000570,D000246,Cc1ccc(c(c1)N)C(=O)N[C@H]2CCC[C@H](C2)C,,1,0
570,L000571,D000247,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)[NH+](C)C)O)(C)OC)C)C)N(C(=O)O2)C4C[NH+](C4)[C@H](C)c5ccnc6c5cccn6)C,,3,0
571,L000572,D000248,c1ccc(cc1)N\2C(=O)[C@@H](S/C2=C(/C#N)\C(=O)NCC/N=C(/C(=C/3\N(C(=O)[C@@H](S3)Cc4ccc(cc4)Cl)c5ccccc5)/C#N)\[O-])Cc6ccc(cc6)Cl,,1,0
572,L000573,D000249,C1CCC[NH+](CC1)CCCl,,1,0
573,L000574,D000250,C1C[C@H]2C[C@@H]1[C@@H]3[C@@H]2COC3,,1,0
574,L000575,D000251,Cc1cccn2c1nc(c(c2=O)/C=C\3/C(=O)N(C(=S)S3)C)N4CC[NH+](CC4)Cc5ccc6c(c5)OCO6,,1,0
575,L000576,D000252,CC(C)C[C@H](C(=O)OC(C)C)NC(=O)C[NH+]1CCOCCOCCN(CCOCCOCC1)CC(=O)N[C@@H](C(=O)OC(C)C)OC(C)C,,2,0
576,L000577,D000253,CC(C)c1cc2c(c(c1)Br)oc(n2)Cc3ccc(cc3)Cl,,1,0
577,L000578,D000254,Cc1cc(c(s1)C)[C@@H](C)[NH2+]Cc2ccc(cc2Cl)[N+](=O)[O-],,1,0
578,L000579,D000255,c1cc(ccc1C(=O)NNc2c(c(ncn2)Nc3c(cc(cn3)C(F)(F)F)Cl)N)Cl,,2,0
579,L000580,D000256,CC(C)(C(=O)N)NC(=O)c1ccc(c(c1)Cl)N,,1,0
580,L000581,D000257,c1cc(c[nH+]c1)[N-]S(=O)(=O)c2cc(c[nH+]c2)C#CCCO,,1,0
581,L000582,D000258,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)Nc3ccc4c(cc(=O)oc4c3)C)NC(=O)CCC(=O)[O-],,2,0
582,L000583,D000259,CC[C@@H](C)c1ccccc1O[C@@H](CC)CNc2ccccc2OCC(C)C,,1,0
583,L000584,D000260,CS(=O)(=O)CCS(=O)(=O)N[C@@H]1CCC[C@@H]1/C(=N/O)/N,,2,0
584,L000585,D000261,[H]/N=C\1/C(=C/c2cc(c(c(c2)I)OCCOc3ccc(cc3)C(C)(C)C)OC)/C(=O)N=C4N1N=C(S4)c5ccc(cc5)C,,2,0
585,L000586,D000262,Cc1ccc(cc1)n2c(cnc2SC3CCCC3)c4ccc(cc4)Br,,1,0
586,L000587,D000263,Cc1c2c(nc(nc2sc1C(=O)OC(C)C)C[NH+](C[C@H](COc3ccc(cc3)OC)O)C4CC4)[O-],,2,0
587,L000588,D000264,Cc1cc(c(nn1)C)[C@H](Cc2cc(cc3c2OCC3)Br)N,,1,0
588,L000589,D000265,CC[C@@H]1CCCC[C@@H]1NC(=O)NCCCCC(=O)O,,1,0
589,L000590,D000266,c1cc2c(cc1Br)c(c(cn2)N)N3CCn4cnnc4C3,,1,0
590,L000591,D000267,CCc1ccc(c(c1)[C@H](c2cc(ccc2Cl)Br)Cl)CC,,1,0
591,L000592,D000268,C[C@H]1[C@H]([NH2+][C@H]([C@@H](C1=O)C)c2cccc(c2)Br)c3cccc(c3)Br,,1,0
592,L000593,D000269,c1cc(c(=O)[nH]c1)C(=O)N2CCCN(CC2)S(=O)(=O)c3c[nH]cn3,,1,0
593,L000594,D000270,Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)Nc3ccc(cc3C)c4ccc(c(c4)C)NC(=O)c5ccccc5NS(=O)(=O)c6ccc(cc6)C,,1,0
594,L000595,D000271,Cc1c(noc1NC(=O)c2cnccc2NN)C,,1,0
595,L000596,D000272,CCc1ccc(c(c1)[C@@H](c2cc3c(s2)CCC3)Br)CC,,2,0
596,L000597,D000273,CC(C)(C(=O)N1CCCC[C@H]1C(=O)NC)N,,1,0
597,L000598,D000274,C/[NH+]=C(\N)/NCC1CC(C1)O,,1,0
598,L000599,D000275,CCOc1ccc(cc1)n2c(nnc2SCC(=O)N3[C@@H](CC(=N3)c4cccs4)c5cccc(c5OC)OC)CNC(=O)c6cccs6,,1,0
599,L000600,D000276,Cc1cn2c(c(nc2s1)C)C[NH+]3CC[C@H](C3)Nc4ccccc4,,2,0
600,L000601,D000277,c1cc(ccc1N)Oc2ccc(cc2)N3[C@@H]4CS(=O)(=O)C[C@@H]4NC3=S,,1,0
601,L000602,D000278,CCCC[C@@H](CC)CN(CCC)CCBr,,1,0
602,L000603,D000279,c1ccc(cc1)[C@@H]2CNC(=O)[C@@H]2C(=O)N/N=C\C=N\N=C(\C3=C(NC[C@H]3c4ccccc4)[O-])/[O-],,1,0
603,L000604,D000280,Cc1c(c(n(n1)C)C)[C@@H](Cc2ccc(cc2)I)NN,,1,0
604,L000605,D000281,CC(C)C[C@@H](C(=O)OC(C)C)NC(=O)CN1CCOCCOCCN(CCOCCOCC1)CC(=O)N[C@@H](C(=O)OC(C)C)OC(C)C,,5,0
605,L000606,D000282,C1C[NH+](CCC1CO)CC(=O)N[C@H]2CS(=O)(=O)C[C@@H]2Cl,,1,0
606,L000607,D000283,CC[C@@H]([C@@H](c1ccc(s1)Br)N(CC(=O)N)CC(=O)N)[NH3+],,1,0
607,L000608,D000284,c1cc(cc(c1)S(=O)(=O)N)NC(=O)COC(=O)C[C@H](c2ccc(cc2)Cl)NC(=O)N,,9,0
608,L000609,D000285,COc1ccc(cc1C[NH+]2C[C@@H]3C[C@H](C2)c4cccc(=O)n4C3)C(c5c([nH]c(=S)n(c5=O)CCC6=CCCCC6)[O-])c7c([nH]c(=S)n(c7=O)CCC8=CCCCC8)[O-],,3,0
609,L000610,D000286,C1C[C@H]2CN(C[C@@H]1O2)/C(=[NH+]\N)/N,,1,0
610,L000611,D000287,CCc1c(c(n(n1)C)C[C@@H](c2ccc(c(c2)Cl)Br)NN)Br,,1,0
611,L000612,D000288,CC[C@H](/C(=N/c1nc2c(cc(c(c2s1)C)Br)C)/[O-])Br,,1,0
612,L000613,D000289,Cc1ccc(c(c1)C)c2nc3ccccc3n2Cc4ccc(c(c4)Cl)Cl,,1,0
613,L000614,D000290,c1cc(ccc1NC(=O)CN2CCN(C2=O)c3ccc4c(c3)OCCO4)S(=O)(=O)Nc5nccs5,,3,0
614,L000615,D000291,C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@H]([C@H]([C@H]([C@H](O6)C(=O)[O-])O)O)O[C@H]7[C@H]([C@H]([C@H]([C@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)O,,1,0
615,L000616,D000292,Cc1ccc2c(c1)C3=C(C(N2C(=O)c4ccccc4I)(C)C)SC(=C(C35SC(=C(S5)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC,,1,0
616,L000617,D000293,CC(=O)n1ccc2c1c[nH+]cc2,,1,0
617,L000618,D000294,c1cc(c(cc1Br)Cl)NC(=O)[C@@H]2Cc3c([nH]cn3)CN2,,1,0
618,L000619,D000295,c1ccc(cc1)[C@@H]2CC=C3[C@@H](C2)[C@@H](C(C(=[NH2+])C3C#N)(C#N)C#N)c4ccc(cc4)Cl,,1,0
619,L000620,D000296,Cc1ccc(c(c1)C)OCCCCn2c3ccccc3[nH+]c2[C@H]4CCCO4,,2,0
620,L000621,D000297,Cc1cc(ccc1C[NH2+]C)n2cc(cn2)C,,1,0
621,L000622,D000298,Cc1cc(cc(c1)[C@H]2CC[C@@H](CN2)C(F)(F)F)C,,1,0
622,L000623,D000299,Cc1ccc(c(c1)C)n2c(cc(c2C)/C=N\N=C(\C(=O)NC3CCCCC3)/[O-])C,,1,0
623,L000624,D000300,C1C[C@@H](CN(C1)C(=O)CCC(=O)O)C(F)(F)F,,1,0
624,L000625,D000301,C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@@]5(CC[C@@H](C([C@H]5CC[C@@]4([C@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)C(=O)[O-])O)O)O[C@@H]7[C@@H]([C@@H]([C@@H]([C@@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)O,,1,0
625,L000626,D000302,Cc1ccc(c(c1)n2c(nnc2SCC(=O)N3[C@H](CC(=N3)c4cccs4)c5cccc(c5OC)OC)CNC(=O)COc6ccccc6)C,,1,0
626,L000627,D000303,Cc1c(c(n(n1)c2ccc(cc2)F)Oc3ccc(cc3)F)C[NH+](C[C@H](CCC=C)O)C(C)C,,2,0
627,L000628,D000304,c1cc2c(cc1[O-])[nH+]c[nH]2,,1,0
628,L000629,D000305,c1ccc(cc1)C[NH+](C[C@H]2CC(=NO2)c3ccccc3F)C[C@@H](COCc4ccco4)O,,2,0
629,L000630,D000306,CC(C)(C)c1ccc(cc1)OCc2nnc(n2c3ccccc3)SCC(=O)Nc4ccc5c(c4)sc(n5)SCC(=O)Nc6cc(ccc6OC)OC,,2,0
630,L000631,D000307,c1ccc2c(c1)[nH]c(n2)C3=C(N([C@H](C3=O)C(=O)N)c4ccoc4C(=O)[O-])N,,1,0
631,L000632,D000308,c1ccc(c(c1)C(=O)Nc2cccc(c2)OCC(=O)N)NS(=O)(=O)c3ccc4c(c3)[nH]c(=O)[nH]4,,9,0
632,L000633,D000309,CN[C@H](c1cc2c(cc1Br)[nH]c(=O)[nH]2)[C@H]3CCS(=O)(=O)C3,,2,0
633,L000634,D000310,Cc1ccc(cc1)N2C[C@@H](CC2=O)C(=O)Nc3nnc(s3)SCC(=O)Nc4ccc(cc4)[N+](=O)[O-],,1,0
634,L000635,D000311,CCCC(CCC)(C[NH+]1CCCCc2c1cccc2)CBr,,2,0
635,L000636,D000312,CCN(CC)c1ccc2c(c1)oc-3cc(=[N+](CC)CC)ccc3c2c4ccc(cc4S(=O)(=O)[O-])S(=O)(=O)NCCCn5cc(c6c5cccc6)C7=C(C(=O)NC7=O)c8cn(c9c8cccc9)C,,2,0
636,L000637,D000313,CCC[NH+](Cc1c(nn(c1Oc2ccccc2F)c3ccc(cc3)F)C)C[C@@H](COC)O,,4,0
637,L000638,D000314,CCCC[C@H](CC)C(=O)N(Cc1ccc(o1)C)[C@@H](C(c2ccccc2)c3ccccc3)C(=O)NC4CCCCC4,,1,0
638,L000639,D000315,Cc1c(ccc2c1oc(=O)cc2c3ccccc3)OC[C@@H](C[NH+](Cc4ccco4)C[C@@H](COc5ccc6c(cc(=O)oc6c5C)c7ccccc7)O)O,,3,0
639,L000640,D000316,c1ccc(cc1)CC[C@H](C(=O)OCc2ccccc2)[NH2+][C@H]3CCc4ccccc4N(C3=O)CC(=O)O[C@H]5[C@H]([C@H]([C@@H]([C@@H](O5)C(=O)OCc6ccccc6)O)O)O,,1,0
640,L000641,D000317,Cc1ccc(o1)CN(CCc2ccccc2)C(=O)C[NH+](CCC(C)C)Cc3cc(cc(c3)F)F,,4,0
641,L000642,D000318,c1ccc(c(c1)NC(=O)Nc2c(cn[nH]2)C(=S)N)F,,1,0
642,L000643,D000319,c1ccc(cc1)CC[C@H](C(=O)OCc2ccccc2)[NH2+][C@H]3CCc4ccccc4N(C3=O)CC(=O)O[C@H]5[C@@H]([C@@H]([C@@H]([C@@H](O5)C(=O)OCc6ccccc6)O)O)O,,2,0
643,L000644,D000320,Cc1c(sc(n1)Nc2c(c(ncn2)NNC(=O)c3ccccc3Br)N)C,,1,0
644,L000645,D000321,CC1=C2[C@@H](C(=C(O[C@@H]2N=N1)[NH3+])C#N)c3ccc(s3)c4c(cc(cc4Cl)Cl)Cl,,1,0
645,L000646,D000322,CCN(CC)c1ccc(cc1)CN(C[C@H](COc2ccc(cc2C)C)O)c3cccc[nH+]3,,3,0
646,L000647,D000323,COC(=O)/C(=C(/c1c(nc2cc(ccc2n1)[N+](=O)[O-])[O-])\C(=O)C(=O)Nc3[nH]nc([nH+]3)[S-])/[O-],,1,0
647,L000648,D000324,Cc1ccc(c2c1[C@@H](C[C@H]2N[C@@H](C)c3ccsc3)C)O,,1,0
648,L000649,D000325,COc1cc(ccc1OC(=O)C2C3CC4CC(C3)CC2C4)/C=N/NC(=O)c5c(nnn5c6c(non6)N)C[NH+]7CCCC7,,1,0
649,L000650,D000326,CNC(=O)c1c(n(nn1)c2ccc(cc2)Br)CC(=O)NN,,1,0
650,L000651,D000327,C[C@@](CNC(=O)c1cn(nn1)C2C[NH2+]C2)(C(=O)[O-])O,,1,0
651,L000652,D000328,C[NH+](Cc1[nH]c(=O)c2ccccc2n1)Cc3[nH]c(=O)c4c5c(sc4n3)CCCC5,,1,0
652,L000653,D000329,C1CN[C@@H]2CS(=O)(=O)C[C@H]2N1,,1,0
653,L000654,D000330,Cn1c2c(cn1)c(nc(n2)c3ccncc3)N[C@@H]4CS(=O)(=O)C[C@H]4O,,1,0
654,L000655,D000331,CCCC(=O)N(CC[NH+]1CCCC1)CC(=O)N(Cc2ccccc2)Cc3c(ccs3)C,,1,0
655,L000656,D000332,CCCCC1CCC(CC1)[C@@H](c2cc(c(cc2C)Br)C)Cl,,1,0
656,L000657,D000333,c1ccc(cc1)CC[C@@H](C(=O)OCc2ccccc2)[NH2+][C@H]3CCc4ccccc4N(C3=O)CC(=O)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)C(=O)OCc6ccccc6)O)O)O,,3,0
657,L000658,D000334,CC(C)[C@@H](c1[nH]ccn1)O,,1,0
658,L000659,D000335,CCC(C)(C)c1ccc(c(c1)C(C)(C)CC)OCCCC(=O)Nc2ccc(c(c2)NC(=O)[C@@H](C(=O)C(C)(C)C)Oc3ccc(cc3)S(=O)(=O)c4ccc(cc4)OCc5ccccc5)Cl,,1,0
659,L000660,D000336,c1cc(cc(c1)OCCC(=O)[O-])/C=C(/C#N)\C(=O)Nc2cc(ccc2Cl)Cl,,1,0
660,L000661,D000337,c1ccc(cc1)CNC(=O)[C@H](CC[NH3+])NC(=O)[C@H](Cc2ccc(c(c2)F)F)NC(=O)Nc3ccc4c(c3)n(cc4C[NH+]5CCCC5)Cc6c(cccc6Cl)Cl,,2,0
661,L000662,D000338,C[NH+](C)C[C@H]([C@H]1CCOC2(C1)CCCC2)O,,1,0
662,L000663,D000339,c1c(cnc(n1)NN)S(=O)(=O)N[C@H]2CCS(=O)(=O)C2,,3,0
663,L000664,D000340,CCOC(=O)c1ccc(cc1)NC(=O)CN2c3ccccc3/C(=c/4\c(=O)n5c(s4)nc(=O)c(n5)C)/C2=O,,2,0
664,L000665,D000341,Cc1cc(c(cc1F)F)[C@H](c2c(cnn2C(C)C)Br)NN,,1,0
665,L000666,D000342,CC[C@H]1C[C@@]1(CC2CCCCC2)O,,1,0
666,L000667,D000343,CC(=O)Nc1ccc2c(c1)N[C@@H]3N2CCN(C3)C4=CC5=CC=N[C@@H]5C=C4,,1,0
667,L000668,D000344,CC(C)[C@@H]1CC[C@@H]([C@@H](C1)Sc2nnc(s2)N(C)C)[NH2+]C,,1,0
668,L000669,D000345,Cc1c(c(n(n1)C)C)[C@H](c2nccs2)NC3CC3,,1,0
669,L000670,D000346,c1cc2c(cc1S(=O)(=O)Nc3cc(ccn3)Cl)C(=O)NCC2,,1,0
670,L000671,D000347,Cc1cccc([nH+]1)N2[C@@H](c3c(=O)c4cc(c(cc4oc3C2=O)C)C)c5ccc(cc5)OCC(=O)N,,1,0
671,L000672,D000348,C1[C@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CC[NH3+])O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)CO)O)[NH3+])O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@@H](O3)C[NH3+])O)O)O)[NH3+],,1,0
672,L000673,D000349,c1[nH]c2c([nH+]1)CN([C@@H](C2)C(=O)[O-])C(=O)[C@H]3C[C@@H](C=C3)[NH3+],,1,0
673,L000674,D000350,CCCNC(=O)c1ccc2c(c1)[C@H]3C=CC[C@H]3[C@H](N2)c4ccc(cc4)Cl,,1,0
674,L000675,D000351,CN(C[C@H]1CCCO1)S(=O)(=O)c2ccc(cc2)C(=O)Nc3nc(cs3)c4cc(cs4)[N+](=O)[O-],,2,0
675,L000676,D000352,CCCC(CCC)(C[NH+]1CCC[C@@H]2[C@@H]1CCCC2)CBr,,1,0
676,L000677,D000353,Cc1cccc(c1)NC(=O)Nc2c(c[nH]n2)C(=S)N,,1,0
677,L000678,D000354,Cc1cccc(c1C)O[C@@H](C)C(=O)Nc2cccc3c2[nH+]c(cc3)C,,1,0
678,L000679,D000355,Cc1cc(c(cc1C)CN2CCC(CC2)N3CCO[C@@H](C3)C)C,,1,0
679,L000680,D000356,Cc1ccc(cc1)c2c(c(n(n2)Cc3cccc(c3)C)c4ccc(cc4)C)Br,,1,0
680,L000681,D000357,C1CCN2C[C@@H](OC[C@@H]2C1)CNCC3=CCCOC3,,1,0
681,L000682,D000358,C[NH2+]CCSc1nc([nH]n1)N,,1,0
682,L000683,D000359,c1ccc(cc1)CC[C@H](C(=O)OCc2ccccc2)[NH2+][C@H]3CCc4ccccc4N(C3=O)CC(=O)O[C@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)C(=O)OCc6ccccc6)O)O)O,,2,0
683,L000684,D000360,CC(=O)Nc1ccc2c(c1)sc(n2)NC(=O)c3cccc(c3)C#N,,1,0
684,L000685,D000361,CN(C)C[C@@H]1C[C@@H](C[NH+]1CC(=O)NC2CCOCC2)O,,1,0
685,L000686,D000362,CC(=O)Nc1cccc(c1)NC(=O)CCSc2nnc(n2N)N/N=C/c3cccc(c3)O,,9,0
686,L000687,D000363,C[C@H](c1nccs1)NS(=O)(=O)c2ccc(c(c2)Br)N,,1,0
687,L000688,D000364,C=C(c1ccc(cc1)[N+](=O)[O-])c2ccc([nH]2)/C(=C\3/C=CC(=N3)/C(=c\4/cc/c(=C(\c5ccc(cc5)[N+](=O)[O-])/C6=NCC=C6)/[nH]4)/c7ccc(cc7)[N+](=O)[O-])/c8ccc(cc8)[N+](=O)[O-],,1,0
688,L000689,D000365,Cc1c(sc(n1)[O-])S(=O)(=O)NCC[NH3+],,1,0
689,L000690,D000366,c1cc(c(cc1C[C@H](c2cc(c(cc2F)Br)Cl)Cl)Cl)Cl,,1,0
690,L000691,D000367,c1cc(c(cc1Br)Cl)C(=O)N2CC[C@@]3(C2)C(=O)NC(=O)N3,,2,0
691,L000692,D000368,c1ccc(cc1)[C@H]2CCN(C2)Cc3ccc(c(c3)N)Cl,,1,0
692,L000693,D000369,CC(C)CNCc1cc(cs1)C(=O)[O-],,1,0
693,L000694,D000370,c1ccc(cc1)c2ccccc2/C(=C(/[C@@H]3c4ccccc4C(=O)O3)\C(=O)C(=O)Nc5cccc(c5)[N+](=O)[O-])/NNC(=O)c6ccccc6S(=O)(=O)N,,3,0
694,L000695,D000371,c1c(c(n[nH]1)N)S(=O)(=O)NC[C@@H]2CN3CCC[C@@H]3CO2,,2,0
695,L000696,D000372,c1cc2c(cc1N)N(CCS2)C(=O)c3cc(cnc3)Br,,1,0
696,L000697,D000373,Cc1cc([nH+]c2c1cccc2)[C@H](c3cnnn3C)N[NH3+],,1,0
697,L000698,D000374,C[NH+](C)C1CCN(CC1)C(=O)C(=O)NCC(=S)N,,1,0
698,L000699,D000375,Cc1cc(sc1C(=O)Nc2ccc(c(c2)C(F)(F)F)Br)S(=O)(=O)N,,1,0
699,L000700,D000376,C1CCC(CC1)C[C@@H](C(=O)N)NC(=O)[C@H]2CN(CCN2C(=O)NC3CCCCC3)C(=O)C4CC[NH2+]CC4,,9,0
700,L000701,D000377,Cc1c(c(c(c[nH+]1)C/N=c/2\ccc-3c(cc2O)[C@H](CCc4c3c(c(c(c4)OC)OC)OC)[NH2+]C)OC)N,,8,0
701,L000702,D000378,Cc1csc2c1c(ncn2)N3CCC[C@H](C3)c4cc(=O)[nH]c(n4)C,,1,0
702,L000703,D000379,c1cc(ccc1C2SCCCS2)OCC(=O)Nc3ccc4c(c3)c(ncn4)[O-],,1,0
703,L000704,D000380,CN(Cc1cccc(c1)Br)C2(CCS(=O)(=O)CC2)CN,,1,0
704,L000705,D000381,c1cc(ccc1NC(=O)[C@H]2CCCN(C2)c3ccc(nn3)n4ccnc4)S(=O)(=O)/N=c\5/[nH]ccs5,,3,0
705,L000706,D000382,Cc1cccn2c1nc(c(c2=O)/C=C\3/C(=O)N(C(=S)S3)CCOC)NCCCN4CCOCC4,,1,0
706,L000707,D000383,Cc1cnc(cn1)C(=O)N[C@@H](C)c2c(c3ccccc3o2)C,,1,0
707,L000708,D000384,c1c2c(sc1[C@H](c3cc(c(cc3F)Br)Cl)[NH3+])CCCC2,,1,0
708,L000709,D000385,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@H](Cc3ccc(cc3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)CCC(=O)O,,5,0
709,L000710,D000386,C[C@]12CC[C@@H]([C@@]1([C@H](CC3=C2CC[C@@H]4[C@]3(C[C@@H]([C@@H](C4(C)C)OC(=O)C[C@@](C)(CC(=O)NCC(=O)OC)O)O)C)O)C)[C@@H](CC[C@@H](C(C)(C)O)O)CO,,2,0
710,L000711,D000387,[H]/N=C/1\NC[C@@]2(N1c3ccc(cc3)Br)CCS(=O)(=O)C2,,1,0
711,L000712,D000388,CC1=NC(=C([C@H](C1C(=O)OCCNC(=O)c2ccccc2O)c3cccc(c3)[N+](=O)[O-])C(=O)OCCOC(=O)c4ccc(cc4)NC(=O)C)C,,3,0
712,L000713,D000389,CCCCCCn1c2ccccc2[nH+]c1[C@H]3CC(=O)N(C3)c4ccc(cc4)C,,3,0
713,L000714,D000390,Cc1ccc(c(c1)C)N2C(=O)C[C@H](C2=O)N3CCC(CC3)c4ccc(cc4)F,,1,0
714,L000715,D000391,Cc1ccc(cc1)S(=O)(=O)N2CCN(CC(=O)N(CCN(C(=O)C2)S(=O)(=O)c3ccc(cc3)C)S(=O)(=O)c4ccc(cc4)C)S(=O)(=O)c5ccc(cc5)C,,1,0
715,L000716,D000392,CC(C)COc1cccc2c1N[C@@H]([C@H]3[C@@H]2C=CC3)c4cc(cc(c4O)Cl)Cl,,1,0
716,L000717,D000393,CC(C)c1ccc(cc1)N([C@@H](c2ccc(cc2)O)C(=O)NC(C)(C)C)C(=O)c3c(c(ns3)C(=O)N)N,,2,0
717,L000718,D000394,Cc1ccc(cc1)S(=O)(=O)NCc2cn(nn2)[C@H]3C[C@H](NC3)C(=O)[O-],,1,0
718,L000719,D000395,C=CCc1ccccc1OCCCCn2c3ccccc3[nH+]c2[C@H]4CC(=O)N(C4)Cc5ccccc5,,4,0
719,L000720,D000396,Cc1ccc(cc1)C2=C[C@@H](N=N2)[C@@H]3NN[C@@H](N3[NH3+])SCC(=O)Nc4ccc(cc4)NC(=O)C,,4,0
720,L000721,D000397,CC(=O)OC/C(=N\NC(=O)N)/[C@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](O5)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C)C)C,,3,0
721,L000722,D000398,Cc1ccc(c(c1)C)/C(=C(/C)\c2ccc(cc2C)C)/C,,1,0
722,L000723,D000399,CCC[C@H](C[NH+](Cc1ccco1)Cc2c(nn(c2Oc3cccc(c3)F)C)c4ccccc4)O,,2,0
723,L000724,D000400,CC(=O)OC[C@H]([C@H]([C@H]1[C@@H]([C@H](C[C@](O1)(C(=O)[O-])O)O)NC(=O)CO)OC(=O)C)OC,,1,0
724,L000725,D000401,c1cc(ccc1c2ccc(o2)/C=N/NC(=O)C(=O)N/N=C/c3ccc(o3)c4ccc(cc4)S(=O)(=O)Nc5nccs5)S(=O)(=O)Nc6nccs6,,4,0
725,L000726,D000402,c1ccnc(c1)C[NH+]2CCN(CC2)[C@@H](c3c[nH]c4c3ccc(c4)NC(=O)/C=C/C(=O)[O-])C(=O)[O-],,1,0
726,L000727,D000403,c1ccc(c(c1)N)SCc2c(ccc(n2)Cl)Cl,,1,0
727,L000728,D000404,CCc1cccc(c1NC(=O)C[C@@H](C(=O)[O-])NCCc2ccccc2)CC,,1,0
728,L000729,D000405,C1CC=C[C@](C1)([C@H](C(=O)[O-])F)O,,1,0
729,L000730,D000406,CCC(C)(C)NC(=O)CN[C@H](C)CCC[C@H](C)C(=O)[O-],,2,0
730,L000731,D000407,c1cc(c(cc1C2=C(C(=S)SCO2)C#N)Cl)Cl,,1,0
731,L000732,D000408,CCCCc1ccc(cc1)c2ccc(cc2C3CC3)c4cc(c(c(c4)F)F)F,,2,0
732,L000733,D000409,C[NH2+][C@@H]1CC[C@@H](C1)CCC#C,,1,0
733,L000734,D000410,CC1(C2=C(c3cc(ccc3N1C(=O)c4ccccc4I)OC)C5(C(=C(S2)C(=O)OC)C(=O)OC)SC(=C(S5)C(=O)OC)C(=O)OC)C,,1,0
734,L000735,D000411,c1cc(sc1c2csc(n2)N3CCSCC3)Cl,,1,0
735,L000736,D000412,C[C@H]1CC[C@@H](C1)[NH2+]CC2CCC2,,1,0
736,L000737,D000413,Cc1ccc(c(c1)C)OCc2cc(ccc2Cl)N,,1,0
737,L000738,D000414,CCCCc1[nH]c(c[nH+]1)C[NH+]2CCC(CC2)C[C@@H]3NN[C@@H]([NH+]3C)CO,,1,0
738,L000739,D000415,C[NH2+][C@@H]1CCC[C@@H]1Cc2ccc(cc2Br)[N+](=O)[O-],,1,0
739,L000740,D000416,CCC(CC)NC(=O)[C@@H](C)N1CCO[C@@H](C1)C(=S)N,,1,0
740,L000741,D000417,C[C@@H](COC)N(CCCCCCCCCBr)CCOC,,1,0
741,L000742,D000418,C=CCNC(=O)c1cccc2c1N[C@H]([C@H]3[C@@H]2C=CC3)c4cccnc4,,1,0
742,L000743,D000419,C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@@H]4[C@@]5(CC[C@@H](C([C@H]5CC[C@]4([C@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)C(=O)[O-])O)O)O[C@@H]7[C@@H]([C@@H]([C@@H]([C@@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)O,,1,0
743,L000744,D000420,C[C@@H]1[C@@H](O[C@@H]([C@@H]1C(=O)c2c(ccs2)Br)C)C,,1,0
744,L000745,D000421,CC(C)C[C@@H](C(=O)OC(C)C)NC(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC(=O)N[C@@H](C(=O)OC(C)C)OC(C)C,,1,0
745,L000746,D000422,Cn1cccc1C(=O)N2CC[C@@H]([C@H]2C(=O)N[C@H](Cc3c[nH]c4c3cccc4)C(=O)N)NC(=O)Nc5cccc(c5)SC,,9,0
746,L000747,D000423,c1ccc2c(c1)[nH+]c(n2CCCCOc3ccccc3Cl)CCCNC(=O)[C@H]4CCCO4,,6,0
